Month abbr-value,Month abbr-alias,Complementary Suppression Description-alias,Demographic Level-value,Demographic Level-alias,ATTR(Count Masked Sum_Count Label)-alias,ATTR(Month name)-alias,ATTR(Population_Label)-alias,ATTR(Demographic Level)-alias,ATTR(Disease Name)-alias,ATTR(Mmwr Year)-alias,ATTR(Report Period End)-alias,ATTR(Report Period Start)-alias,AGG(Plural_was vs were)-alias,AGG(Rate per 100K Label)-alias,AGG(Parameter_Count-Rate_Measure Label)-alias,AGG(Plural_case vs cases)-alias,AGG(Rate per 100K_Count Masked)-alias
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Yamhill County,Yamhill County,<6,December,"109,684",Yamhill County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wheeler County,Wheeler County,<6,December,"1,481",Wheeler County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Washington County,Washington County,<6,December,"611,391",Washington County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wasco County,Wasco County,<6,December,"26,444",Wasco County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wallowa County,Wallowa County,<6,December,"7,498",Wallowa County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Unknown County,Unknown County,<6,December,Unknown,Unknown County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Union County,Union County,<6,December,"26,054",Union County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Umatilla County,Umatilla County,<6,December,"81,032",Umatilla County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Tillamook County,Tillamook County,<6,December,"27,622",Tillamook County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Sherman County,Sherman County,<6,December,"1,928",Sherman County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Polk County,Polk County,<6,December,"88,799",Polk County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Multnomah County,Multnomah County,<6,December,"801,546",Multnomah County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Morrow County,Morrow County,<6,December,"14,313",Morrow County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Marion County,Marion County,<6,December,"348,043",Marion County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Malheur County,Malheur County,<6,December,"31,420",Malheur County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Linn County,Linn County,<6,December,"130,848",Linn County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lincoln County,Lincoln County,<6,December,"51,152",Lincoln County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lane County,Lane County,<6,December,"382,769",Lane County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lake County,Lake County,<6,December,"8,220",Lake County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Klamath County,Klamath County,<6,December,"69,879",Klamath County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Josephine County,Josephine County,<6,December,"87,416",Josephine County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jefferson County,Jefferson County,<6,December,"25,448",Jefferson County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jackson County,Jackson County,<6,December,"221,230",Jackson County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Hood River County,Hood River County,<6,December,"24,357",Hood River County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Harney County,Harney County,<6,December,"7,466",Harney County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Grant County,Grant County,<6,December,"7,182",Grant County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Gilliam County,Gilliam County,<6,December,"2,109",Gilliam County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Douglas County,Douglas County,<6,December,"111,130",Douglas County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Deschutes County,Deschutes County,<6,December,"208,612",Deschutes County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Curry County,Curry County,<6,December,"23,596",Curry County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Crook County,Crook County,<6,December,"26,367",Crook County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Coos County,Coos County,<6,December,"65,269",Coos County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Columbia County,Columbia County,<6,December,"53,641",Columbia County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clatsop County,Clatsop County,<6,December,"41,784",Clatsop County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clackamas County,Clackamas County,<6,December,"427,063",Clackamas County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Benton County,Benton County,<6,December,"97,720",Benton County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Dec,Dec,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Baker County,Baker County,<6,December,"16,748",Baker County,Cyclosporiasis,2024,12/28/2024,12/1/2024,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Yamhill County,Yamhill County,<6,October,"109,684",Yamhill County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wheeler County,Wheeler County,<6,October,"1,481",Wheeler County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Washington County,Washington County,<6,October,"611,391",Washington County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wasco County,Wasco County,<6,October,"26,444",Wasco County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wallowa County,Wallowa County,<6,October,"7,498",Wallowa County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Unknown County,Unknown County,<6,October,Unknown,Unknown County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Union County,Union County,<6,October,"26,054",Union County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Umatilla County,Umatilla County,<6,October,"81,032",Umatilla County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Tillamook County,Tillamook County,<6,October,"27,622",Tillamook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Sherman County,Sherman County,<6,October,"1,928",Sherman County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Polk County,Polk County,<6,October,"88,799",Polk County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Multnomah County,Multnomah County,<6,October,"801,546",Multnomah County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Morrow County,Morrow County,<6,October,"14,313",Morrow County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Marion County,Marion County,<6,October,"348,043",Marion County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Malheur County,Malheur County,<6,October,"31,420",Malheur County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Linn County,Linn County,<6,October,"130,848",Linn County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lincoln County,Lincoln County,<6,October,"51,152",Lincoln County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lane County,Lane County,<6,October,"382,769",Lane County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Lake County,Lake County,<6,October,"8,220",Lake County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Klamath County,Klamath County,<6,October,"69,879",Klamath County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Josephine County,Josephine County,<6,October,"87,416",Josephine County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jefferson County,Jefferson County,<6,October,"25,448",Jefferson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Jackson County,Jackson County,<6,October,"221,230",Jackson County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Hood River County,Hood River County,<6,October,"24,357",Hood River County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Harney County,Harney County,<6,October,"7,466",Harney County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Grant County,Grant County,<6,October,"7,182",Grant County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Gilliam County,Gilliam County,<6,October,"2,109",Gilliam County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Douglas County,Douglas County,<6,October,"111,130",Douglas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Deschutes County,Deschutes County,<6,October,"208,612",Deschutes County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Curry County,Curry County,<6,October,"23,596",Curry County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Crook County,Crook County,<6,October,"26,367",Crook County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Coos County,Coos County,<6,October,"65,269",Coos County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Columbia County,Columbia County,<6,October,"53,641",Columbia County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clatsop County,Clatsop County,<6,October,"41,784",Clatsop County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Clackamas County,Clackamas County,<6,October,"427,063",Clackamas County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Benton County,Benton County,<6,October,"97,720",Benton County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Oct,Oct,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Baker County,Baker County,<6,October,"16,748",Baker County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Yamhill County,Yamhill County,<6,August,%many-values%,Yamhill County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wheeler County,Wheeler County,<6,August,%many-values%,Wheeler County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Washington County,Washington County,<6,August,%many-values%,Washington County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wasco County,Wasco County,<6,August,%many-values%,Wasco County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Wallowa County,Wallowa County,<6,August,%many-values%,Wallowa County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Unknown County,Unknown County,<6,August,Unknown,Unknown County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
Aug,Aug,Labels with two asterisks (**) indicate the cell is masked to prevent back calculation of a cell with fewer than six cases.,Union County,Union County,<6,August,%many-values%,Union County,Cyclosporiasis,%many-values%,*,*,were,"the rate per 100,000 is not available",<6,cases,%null%
